,Date,User,Tweet
111,2019-09-04 10:05:16+00:00,Bernard04772843,#XenophobiaInSouthAfrica #SayNoToXenophobia #XenophobicAttack #Xenophobic #Xenophia #JohannesburgCBD #JohannesburgLooting #Johannesburg #JuliusMalema #un https://t.co/naqTrzifVD
112,2019-09-04 10:03:13+00:00,iamricoswavey,"This tells you how stupid South African ANC politicians are!! Let all foreigners go lecturers, doctors, nurses engineers, executive, accountants etc. 
South African woman laments
#SayNoToXenophobia #SAShutdown #StopXenophobia #SayNoToXenophobicAttacks #XenophobicAttack #Xenophia https://t.co/xdHavAh7tR"
113,2019-09-04 09:59:13+00:00,ManuelzOlopzze,"""Being a Nigerian"" should be included in hundred ways to die.. before #Racism now #Xenophia and now #BeingANigerian is now a world problem."
114,2019-09-04 09:18:51+00:00,NigeriaReports1,"Thank you, let us send more of such signals. An African country also cancelled her friendly match with South Africa.
Say no to #Xenophia https://t.co/yZ0rlMWUez"
115,2019-09-04 09:09:06+00:00,O_laoluwa,We treat you like kings and queens in our country but repay us by killing us for no reason.. We say no to xenophobia #XenophobicAttack #Xenophia #StopXenophobia #SayNoToXenophobicAttacks #Nigeria https://t.co/M9ImiCHnMq
116,2019-09-04 08:35:16+00:00,naijaloveinfo,"#XenophobiaInSouthAfrica: @OfficialPDPNig Heartbroken About Insensitivity Of Buhari Presidency To Protect Nigerians

Click: https://t.co/XhHZ9doG1v

#SayNoToXenophobicAttacks #StopXenophobia #XenophobicAttack #DearMrPresident #shutdownsouthafrica #Nigeria #ShutDownSA #Xenophia https://t.co/GnD9eDelVl"
117,2019-09-04 08:24:53+00:00,MC2kingdom,Plz let say to #XenophobicAttack #Xenophia #XenophobiaInSouthAfrica #saynoXenophobia #AFRICANGIANT #AfricaUnite ✊❤️❤️🥰 https://t.co/iioA8ZFJBp
118,2019-09-04 08:20:46+00:00,YusufMadu_,“Not every Blackman is my brother; not every Whiteman is my enemy” — Lucky Dube #SouthAfricanXenophobia #XenophobiaInSouthAfrica #Xenophia
119,2019-09-04 08:07:21+00:00,charlburg,"@KagutaMuseveni Dear my President,
Please Address the importance of Ugandan ""which doctors"" to the economic development of South Africa. Ask the SA Govt to   them against #Xenophia"
120,2019-09-04 07:35:44+00:00,rabiu222,@sne_ndlovuSA @Gidi_Traffic I wonder how people will be wasting time debating with this useless and ugly donkey... #Xenophia is in their system.
121,2019-09-04 07:17:24+00:00,Steez_Visualz,What is fucking up SA is the fact that white “South Africans” make up ~10% of its population yet own 90% of the country’s wealth. #Xenophia #SayNoToXenophobiaAttacks #Burnaboy #NoToXenophobia #AfricaUnite
122,2019-09-04 06:59:52+00:00,naijaloveinfo,"#Xenophobia: Popular Nigerian Journalist Advises #Nigerians To Avoid Travelling To #SouthAfrica, Recounts Experience

Click: https://t.co/Z5H2kTm6E7

#SayNoToXenophobicAttacks #StopXenophobia #XenophobicAttack #shutdownsouthafrica #DearMrPresident #Nigeria #ShutDownSA #Xenophia https://t.co/BdvmbVRM3S"
123,2019-09-04 06:59:24+00:00,RowlandFlash,"Say No To #Xenophia #XenophobicAttacks 
#AKA #Burna https://t.co/x1PLJh7G62"
124,2019-09-04 06:57:47+00:00,SollySL,This is the most positive message i’ve read in a long time.#OneAfricaIsPossible #XenophobiaAttack #Xenephobia #Xenophia #PretoriaCBD #JohannesburgCBD https://t.co/pwz9hhId0n
125,2019-09-04 06:54:55+00:00,wydot20,"WE ARE INEVITABLE 
#SayNoToXenophobia
#SayNoToXenophobicAttacks #Nigeria #StopXenophobia #shutdownsouthafrica #DearMrPresident #Xenophia #oneafrica"
126,2019-09-04 06:53:28+00:00,nboris85,@leratovirtue @cho_ralph It's like you people don't know the value God puts on humman life.. you can commit murder and go free.. your land is coursed. Just like cain in the Bible. U will remain a stranger in your land.. and your children will continue to rape thier sisters till infinity. #Xenophia
127,2019-09-04 06:53:10+00:00,alextjmuamba,1/ Je condamne avec la dernière énergie ces actes barbares qui ne reflètent en rien nos valeurs africaines prônées par nos pères et qui tendent à friser l'unité africaine. NON A LA XÉNOPHOBIE !!! #SouthAfricans #XenophobiaInSouthAfrica #XenophobicAttack #Xenophia
128,2019-09-04 06:50:45+00:00,Yusufwrites,"Who is a Nigerian? What are our core values as Nigerians?  What does it mean to be a Nigerian? Is ""our country"" a mere geographical expression?
The earlier we answer these questions, the better for us.
#Xenophia 
#SayNoToXenophobia
#Nigeria
#shoprite 
#MTN
#Bbnaija
#Buhari"
129,2019-09-04 06:50:43+00:00,nerd_dread,"Dear Mr. President, when we voted you in, we voted a man who'd stand for us in time like this... Please we need you right now.. NOTOXENOPHOBIA
#SayNoToXenophobicAttacks 
#shutdownsouthafrica 
#DearMrPresident 
#StopXenophobia 
#XenophobicAttack 
#ShutDownSA 
#shoprite 
#Xenophia https://t.co/vJ218rV5Qh"
130,2019-09-04 06:49:38+00:00,sleekentice,"Imagine Our Government Sending Envoys to SA instead of Storming That Country in Person .. They don’t value the citizens life if to say na cow 🐄 they killed Buratai go don send Airforce Jet to Obliterate SA out Of African Map 🗺 
#Nigeria #SayNoToXenophobiaAttacks #Xenophia"
131,2019-09-04 06:48:04+00:00,ajorv,"What actually went wrong. It's never a crime been an African in another African country. We preach, sing LOVE but never practice it. #SayNoToXenophobia #SayNoToXenophobicAttacks #XenophobiaInSouthAfrica #StopXenophobia #XenophobicAttack #XenophobicAttacks #Xenophia #oneafrica"
132,2019-09-04 06:48:00+00:00,Uncle_A1_,"Fatherland that we have burnt down the few businesses there we will now be shouting ""government oo, aso rock oo, Buhari oo our celebrity oo"". We are all mad #SayNoToXenophobia #shutdownsouthafrica #XenophobicAttacks #SayNoToXenophobicAttacks #Xenophia #SAShutdown #shoprite"
133,2019-09-04 06:46:40+00:00,darkskindchic,"The only people capable of stopping this killing are those that started it,it doesn't matter what country decides to help,if the citizens decide to continue killing it would continue except you kill the killers #SayNoToXenophobiaAttacks #Xenophia #XenophobiaInSouthAfrica"
134,2019-09-04 06:44:24+00:00,ayomartins_,#SayNoToXenophobia #SayNoToXenophobicAttacks #shutdownsouthafrica #XenophobiaInSouthAfrica #StopXenophobia #XenophobicAttack #XenophobicAttacks #NoToXenophobia #Xenophia https://t.co/ngJWYnwmZY
135,2019-09-04 06:41:25+00:00,OkierinameDavid,Ha! Thank God BBNaija wasn't hosted in South Africa this year oooo. You can bet our housemates would have been in great danger. #SayNoToXenophobia #SayNoToXenophobicAttacks #shoprite #BBNaiija #XenophobiaInSouthAfrica #Xenophia
136,2019-09-04 06:38:59+00:00,alextjmuamba,Difficile de croire qu'en plein 21ème siècle il existe encore des gens pour ne pas dire des peuples  qui pensent trouver solutions à leurs problèmes socio-économiques par des actes xénophobes.  #XenophobicAttack #Xenophia #southafrica
137,2019-09-04 06:38:17+00:00,preyorebizimor,"Black killing black
Black stealing from black.
@patorankingfire saw this from far in his song #Black 
This song is exactly like a prophecy and wen I listen to it, tears roll.
#SayNoToXenophobiaAttacks 
#Xenophia 
#DearMrPresident 
#AfricaUnite https://t.co/cuywwKXwN7"
138,2019-09-04 06:38:16+00:00,kennyokolugbo,A pity Nigerians working &amp; making supplies to Shoprite will be d collateral DAMAGE for now. All Shoprite branches should remain closed if not closed for now.#XenophobiaInSouthAfrica  #WeNoGetPresident  #SouthAfricans  #Xenophia #Burnaboy
139,2019-09-04 06:37:59+00:00,pieflex,Dear South African a day is coming when we're all going meet in the international criminal court for your evil &amp; barbaric act. #Xenophia #SayNoToXenophobia #StopXenophobia
140,2019-09-04 06:37:04+00:00,sleekentice,"Let Settle this once and for All .. 
Who get Brain 🧠 pass out of these two Creatures?
.

Like for this Beautiful Mosquito
Retweet for  AKA
.
#Burnaboy #Xenophia #NoToXenophobia #SouthAfricans #DearMrPresident https://t.co/bNNfZ99psM"
141,2019-09-04 06:36:36+00:00,nboris85,@Sonkaducci @Ahannamarcus Why do you loot fake goods?. The ordinary mechanic whose cars you burnt is he a drug dealer?.. you lot can't even go near the drug dealers because they are armed and dangerous. There is no justification for #Xenophia .Report criminals and let the law take it's course .
142,2019-09-04 06:35:13+00:00,ShihanArnold,"Stop #XenophobicAttack #SayNoToXenophobia #DearMrPresident do something, we need quick response for the SA killings to stop #SayNoToXenophobiaAttacks #Xenophia #StopKillingOurWomen #Newsnight all Africans unite &amp; stop #StopXenophobia its evil, black killing black..."
143,2019-09-04 06:28:09+00:00,J_gloree,"Why don't we own guns to defend ourselves then? Since our rights to life are no longer important 😭. 

We can do better than our government's woeful attempt to uphold our rights.

Why don't we resort to self help
#StopXenophobia 
#DearMrPresident 
#Burnaboy 
#Xenophia"
144,2019-09-04 06:27:46+00:00,mihubng,"Okay, #Mi9T users in #Nigeria should have little hope definitely 😊

The #RedmiK20 is also getting #Android10, but so far it's only in Beta ROM MIUI10 9.9.1 (not Stable ROM)

When the OTA update would be pushed globally is what I don't know yet!

#MIUI #Burnaboy #Xiaomi #Xenophia https://t.co/XxHiNfQ3ov"
145,2019-09-04 06:27:07+00:00,toniOLUMIDE,"Leadership is about taking the right steps in favour of your followers not making decisions that only secures your position or status. 

#NoToXenophobicAttacks
#NoToXenophobia
#Xenophia"
146,2019-09-04 06:26:18+00:00,GoodnessDk,"#Xenophia 
#SayNoToXenophobia #SayNoToXenophobicAttacks #XenophobiaInSouthAfrica
#AfricaUnite 
#AFRICANGIANT 
#unity https://t.co/RITzOQbDog"
147,2019-09-04 06:24:14+00:00,theunfamousdave,@Fact @damishobs I believe @akaworldwide could do with this wisdom...he doesn't have sense. #WednesdayWisdom #XenophobicAttack #Xenophia #XenophobiaInSouthAfrica
148,2019-09-04 06:23:53+00:00,IamTheIroko,There is a time to take a stand and side with your people. King @burnaboy has indeed earned my respect for his actions yesterday. He looked #Xenophia and called it what it is.... Oluwa #Burnaboy Flourish. https://t.co/OgtWqzbXbS
149,2019-09-04 06:22:26+00:00,jossybeks,Please WHO Gave birth to this THING !!!!!! ADisgrace to human existence.... #SayNoToXenophobicAttacks #StopXenophobia #Burnaboy @ProfOsinbajo @MBuhari #DearMrPresident #Xenophia https://t.co/bBtTh7l34G
150,2019-09-04 06:21:57+00:00,benlieve2,"Discombobulation everywhere.....but wait first what do we do now, what's next after this whole devilish and barbaric act? Africans killing ourselves..shameful, shame on us ...#SayNoToXenophobicAttacks #StopXenophobia #Xenophia"
151,2019-09-04 06:21:24+00:00,KennedyAneke,I’m wondering why there isn’t a hashtag that reads impeach Buhari #impeachbuharinow #SayNoToXenophobicAttacks #DearMrPresident #Xenophia #DearMrPresident #shutdownsouthafrica #ShutDownSA
152,2019-09-04 06:21:16+00:00,CHOICES_TS,"Just learnt that MTN, DSTV N SHOPRITE are businesses owned by Nigerians, and we own the largest shares, that these franchise domiciled in Nigeria are not owned by SAs, though they own the brand but we manage the business....
With this I say let love lead Africa
#Xenophia"
153,2019-09-04 06:21:00+00:00,Max_Zwi,"#MenAreTrash #RIPUyinene #LuyandaBotha #JoburgCBD #BringBackTheDeathPenalty #AmINext #AmINextPROTEST
#PrayForSouthAfrica #Xenophia
#xenophobic #southafrica

@MRMatlou 👌 https://t.co/fmYXVFw3Lf"
154,2019-09-04 06:20:40+00:00,Obadimz,"Funny enough we blacks don't love our colour, we don't like ourselves ...we would trade the world to get the white man skin #XenophobiaInSouthAfrica #SayNoToXenophobicAttacks #StopXenophobia #XenophobicAttack #Burnaboy #shutdownsouthafrica #Xenophia #NoToXenophobia"
155,2019-09-04 06:20:22+00:00,Ebenezer_Peegah,"#XenophobicAttack is UnAfrican ‼️

Foreigners and migrants are not enemies of any country ❗

#SayNoToXenophobicAttacks
#SayNoToXenophobiaAttacks
#StopXenophobia
#shutdownsouthafrica
#SAShutdown
#Xenophia
#Xenophobia
#XenophobiaInSouthAfrica
#StopXenophobia"
156,2019-09-04 06:17:45+00:00,akindeleismail,"I think the first step the @NGRPresident @MBuhari should take against the #XenophobicAttack is to recall our ambassador to South Africa and close down our embassy over there

#SayNoToXenophobicAttacks 
#StopXenophobia 
#DearMrPresident 
#ShutDownSA 
#Xenophia"
157,2019-09-04 06:13:44+00:00,omoobaAlekuwodo,"#XenophobicAttack : Why #Nigerians are being killed in #SouthAfricanXenophobia, revealed - Facebuk Academy https://t.co/51RFnpyChD

#SouthAfricans #shutdownsouthafrica #SayNoToXenophobicAttacks #DearMrPresident #StopXenophobia #ShutDownSA #Xenophia #shoprite"
158,2019-09-04 06:11:12+00:00,BenRovy,"Come o is Nigeria the only country without a president? Please I need to know
#XenophobicAttack #Xenophia #Buhari"
159,2019-09-04 06:11:02+00:00,emagency_,"It’s also fuck ABBEY J JOSHUA!  He’s an animal.. 

#Xenophia"
160,2019-09-04 06:08:07+00:00,ipadewaC,"XENOPHOBIC ATTACKS ON NIGERIANS IN SOUTH AFRICA  
What I would have advocated is heavy sanctions on South Africa by Nigeria, one that will make their business operating here pay more so that they can know that we 
https://t.co/rnEQd2obhf
#XenophobicAttack 
#Xenophia 
#IPADEWA https://t.co/Cck9RkT4sW"
161,2019-09-04 06:03:54+00:00,o_proz,"Arrested, prosecuted, deported&amp;banned from your country. That’s how civility operates.

But Xenophobia apologists #SouthAfricans keeps validating how myopic, illiterate&amp;barbaric they are despite their long spell under colonialism. Shameful.
#SayNoToXenophobicAttacks #Xenophia"
162,2019-09-04 06:00:42+00:00,rafreo_,"#DearMrPresident Nigeria has fallen
#SayNoToXenophobicAttacks 
#StopXenophobia 
#shutdownsouthafrica 
#Xenophia #shoprite"
163,2019-09-04 05:56:54+00:00,alfapunch,#XenophobicAttack #SayNoToXenophobicAttacks #shutdownsouthafrica #Xenophia https://t.co/QUog0SgHjy
164,2019-09-04 05:51:20+00:00,ujay31446499,😭😭😭 we’re one and let’s stop the fight and killings #SayNoToXenophobicAttacks #shutdownsouthafrica #StopXenophobia #Xenophia https://t.co/S8xDN78T1U
165,2019-09-04 05:49:22+00:00,Bilal_Yunusa,"#Xenophia: Hushpuppi blasts celebrities for keeping silent, 2Baba reacts…Nigerians attack 2Baba https://t.co/OXfEzCHziL"
166,2019-09-04 05:17:17+00:00,ogunstbest,"This country is a ticking time bomb which might explode anytime soon. It started as a peaceful protest but see looting everywhere, this goes to show the level of poverty and anger in the land. ""When the poor run out of what to eat, they'll start eating the rich"" #Think #Xenophia"
167,2019-09-04 05:15:31+00:00,Ababajiks,"From 1960 to 1995 Nigeria donated over 61 million dollars to SA to fight apartheid.

All civil servants in Nigeria donated 2% of their salaries to help SA fight apartheid..the famous Mandela tax.

Why has South Africa forgotten so soon???
💔 #SayNoToXenophobiaAttacks #Xenophia"
168,2019-09-04 05:10:26+00:00,osinachikings,"Rest In Peace General Sani Abacha. If only you were here these things won’t be happening 

#Xenophia"
169,2019-09-04 05:09:08+00:00,KendrickKE_,Watu walishangilia opposition supporters wakichinjwa na government ya uhuru last election pia wanacondemn #Xenophia. Smh
170,2019-09-04 05:08:23+00:00,mmaselema,"@J_Maluleke01 @AfricaFactsZone They are not willing to confront the problems &amp; crimes @NigeriaGov @NigeriaNewsdesk are causing &amp; inflicting on us. 

Not a single one of them are commenting on the death of a citizen killed correcting wrong behavior of selling drugs to youngsters. 

#Xenophia my foot. #OkaeMolao"
171,2019-09-04 04:47:45+00:00,itsM_A_X,But finally if say our president carry @Peruzzi_VIBES energy handle this #Xenophia matter e for fresh oooo...
172,2019-09-04 03:54:49+00:00,oluwafisayomi,"Wow! We are begging our very own President to please lead!!!

This is above me.
#SayNoToXenophobicAttacks 
#Xenophia"
173,2019-09-04 03:52:54+00:00,Jshosjho,"Ndinochuku na? Oondlebe zikhanyilanga andibeva kulengxokolo. Caba bancumele ecaleni oodemful bathi mtye njayakhe. #Xenophia Like @Gudsile said, every African bro and sis that is doing legal AND ethical work is welcome. Abanye mabayoba abantwana/batshana babo babatyise iidrugs"
174,2019-09-04 03:33:37+00:00,co0l___,Part 2 #XenophobicAttacks #SouthAfricans #Xenophia https://t.co/yv19KRqjMM
175,2019-09-04 03:33:09+00:00,iamebeny,"We can show someone respect here..
#XenophobicAttack #Xenophia 
Lets drop comments!! https://t.co/4fW2uQ7oxp"
176,2019-09-04 03:29:23+00:00,Official_Ojiz,"Abeg is .@MBuhari still Alive at all ??!! 
Abii the #Xenophia never reach your ear ni ??
This Situation really gat me f**ked Up 😭😭😭😭. https://t.co/e4LrXyYeGJ"
177,2019-09-04 03:22:58+00:00,danielbrentte,"Okay, after all said &amp; done. Are we loving ourselves as Nigerians? Are ethnic groups not still hating on one another? If we only chose to be one voice when the attack is external then we’ve as well not done anything. We need to do our homework too #Xenophia #Burnaboy #AfricaUnite"
178,2019-09-04 03:22:10+00:00,Miles_skdy,"The fact that our artists have our backs rn is just amazing 
Let’s defend our own.
Stop the Violence

Xenophobia is a thing of illiterates tbh
#SayNoToXenophobiaAttacks 
 #Xenophia"
179,2019-09-04 03:20:33+00:00,Uch_barz,They really need more psychiatric hospitals over there in SA.. That should be their major infrastructural facility #Xenophobia #XenophobicAttacks #XenophobicAttack #XenophobiaInSouthAfrica #Xenophia
180,2019-09-04 03:08:27+00:00,ChijiokeObimba,"How I wish I am God,I will wipe South Africa away from the surface of the this earth 🌍 #Xenophia"
181,2019-09-04 03:01:10+00:00,HeddenJohnny,"https://t.co/75r7VfEpSm
#justiceformadhav #justinisloved #justiceforharsh #Jihad_For_Kashmir #KashmirBacksModi #MoscowMitchMassacre #MoscowMitchHatesAmerica #NFL #quickquestion #SayNoToXenophobia #StopXenophobia #USAvPOR #WoWClassic #XenophobicAttack #XenophobicAttacks #Xenophia"
182,2019-09-04 03:00:27+00:00,SkhumbaSomile,"#SouthAfrican President @CyrilRamaphosa yesterday condemned flaring attacks on citizens from other #African countries, posting on his Twitter handle that he was convening ministers from the security cluster to deal with the violence. #Xenophia #XenophobicAttacks @citezw https://t.co/P2hzeRXhKg"
183,2019-09-04 03:00:14+00:00,orekebaby,Buhari please don’t angry me ooo it cost you nothing to fly down to South Africa and put in talk with their president why are you doing like ass licker🤦‍♀️ #XenophobicAttack  #Xenophia
184,2019-09-04 02:54:54+00:00,Sir_Igie,"😀 You have to sleep bro, Don't Choose the wrong battle ,God bless.
#SayNoToXenophobia #shutdownsouthafrica #StopXenophobia #XenophobicAttacks #Burna #Xenophia https://t.co/NJmWLbQ6Tu"
185,2019-09-04 02:46:37+00:00,VulindlelaNdab2,"#SouthAfrican President @CyrilRamaphosa yesterday condemned flaring attacks on citizens from other #African countries, posting on his Twitter handle that he was convening ministers from the security cluster to deal with the violence. #Xenophia #XenophobicAttacks @citezw https://t.co/hXUCCvbWcS"
186,2019-09-04 02:39:16+00:00,Alpha_mexzy,Can’t believe #black are still killing #black #XenophobicAttack #StopXenophobicAttacks #SayNoToRacism #SayNoToXenophobia #SayNoToXenophobicAttack #SayNoToViolence #Xenophia let’s #love leads https://t.co/1IV8wzlHgO
187,2019-09-04 01:58:49+00:00,princebrownlabi,#Xenophobia #XenophobicAttack #XenophobicAttacks #XenophobiaInSouthAfrica #Xenophia #StopXenophobia #DearMrPresident #SayNoToXenophobicAttacks #Nigerians #shutdownsouthafrica #XenophobicAttack #SouthAfricans https://t.co/ZSZDB5zNUu
188,2019-09-04 01:08:23+00:00,Optimus_Dammy,"PRESIDENTS ARE (S)ELECTED TO ‘LEAD’ THE PEOPLE. BUT WHEN THE PRESIDENT NOW LEAVES DECISION MAKING INTO THE HANDS OF THE PEOPLE, THIS IS WHAT YOU GET, AND CLEARLY THE PRESIDENT DOESN’T UNDERSTAND HERS/HIS JOB DESCRIPTIONS. 

@MBuhari CLEARLY DOESN’T KNOW HIS.

#shoprite
#Xenophia"
189,2019-09-04 01:02:12+00:00,olayemijay26,"Say no to #Xenophia #XenophobiaInSouthAfrica 
The Nigerian government should take immediate corrective actions and not just uttering words of mouth.
God bless Nigeria 🇳🇬!!! https://t.co/5BdR0E8iFZ"
190,2019-09-04 00:32:47+00:00,TMPortHarcourt,"#xenophia is now trending in #PortHarcourt

https://t.co/9fRSHNeTbh https://t.co/oFtfN6X3oB"
191,2019-09-03 23:25:13+00:00,iamricoswavey,"Surulere mall vandalised!!
We are not helping ourselves with this act...

Even shops owned by Nigerians were vandalised.... This is not the way forward.  
#SayNoToXenophobia #StopXenophobia #SAShutdown #SayNoToXenophobicAttacks #Xenophia #XenophobicAttack https://t.co/QzZZo5dBM9"
192,2019-09-03 23:05:49+00:00,jerry_emy,"Sad say for Africa and for my fellow Nigerians in South Africa.  Please be safe guys.  Xenophobic acts are barbaric and devilish 🙏

#Xenophia #SayNoToXenophobicAttacks #Nigeria #shutdownsouthafrica"
193,2019-09-03 23:02:11+00:00,darmmie4luv,"@vanessakinbrite Instead pray for other Africans living in South Africa...#Xenophia they are killing foreigners living in their country,looting and destroying their properties."
194,2019-09-03 22:55:09+00:00,ReignFlawlesss,"When they are not killing Nigerians.

#SayNoToXenophobia
#SayNoToXenophobicAttacks
#EnoughIsEnough
#XenophobicAttack
#StopXenophobia
#Xenophia https://t.co/5I1y0asM3o"
195,2019-09-03 22:39:33+00:00,Koli__Tafida,"If this xenophobia happened during Abacha’s regime.

By Now, Over 2,000 Xenophobia Attackers Would Have Been Arrested By South African Police, And Videos Shown To Make Abacha Calm Down.
#Xenophia #shutdownsouthafrica  #XenophobiaInSouthAfrica"
196,2019-09-03 22:28:50+00:00,AbeTernkoJnr,"Development cooperation between nations is very important because it is one of the building blocks of shared peace, prosperity, and human rights for all. It is one of the antidotes to the poison of xenophobia.
 #Xenophia
#shoprite 
#Nigerians
#SouthAfricans https://t.co/9TPb9vtjoS"
197,2019-09-03 22:28:36+00:00,adano_jr,"@Dr_AliyuTilde Americans, Brits, Chinese and all manner of nationals live and work or have biz in SA, not because thr countries are not developed. #Xenophia is just in SA’s DNA 🧬"
198,2019-09-03 22:12:11+00:00,JayFlexzy,@Mrstamfrdbridge @burnaboy Seen baba. Grand pops was a G!✊🏽couldn’t be prouder... it’s sad tho #Xenophia is dumb af period!! Weak minds try to rationalize it 🤦🏾‍♂️🤦🏾‍♂️
199,2019-09-03 22:09:31+00:00,elvisadamure,@burnaboy Clean the house first then they will come back. People that could not come out to protect against bad governance but can come out to destroy properties. Has our bad government not killed more Nigerians that this #Xenophia ?
200,2019-09-03 21:56:26+00:00,WalaAnthonia,"Linda ikeji and them mumu copy amp paste bloggers are one of the major problems we are facing in this country ,misinformation everywhere #Xenophia #SAShutdown https://t.co/t0jWHLUe5b"
201,2019-09-03 21:51:17+00:00,Junani007,"Everything that has a Disadvantage also have an advantage 
Just imagine if this MAN was the president 🤔🤔 #Xenophia https://t.co/VaymhsfvVn"
202,2019-09-03 21:47:33+00:00,oyehdayg,"They burnt MTN office at bodija, Ibadan. #XenophobiaInSouthAfrica #Xenophia #XenophobicAttacks #SayNoToXenophobia #SAShutdown #StopXenophobicAttacks #SayNoToXenophobia https://t.co/LQVf53MVQX"
203,2019-09-03 21:44:11+00:00,Engr_Wil,"The heart of man is desperately wicked... On every chance with a sense of justification it displays it's hate for his fellow man... Thus we have #XenophobicAttacks , Jungle justice on a criminal, police Killing citizens, senators slapping women, Negligent governments..
#Xenophia"
204,2019-09-03 21:32:26+00:00,beejay_united,Stanbic IBTC Bank is also owned by South Africa      #Xenophia
205,2019-09-03 21:31:11+00:00,AmanzePeter,They shouldn't under estimate the power of  repelling Human stupidity.#SayNoToXenophobia #XenophobicAttack #Xenophia
206,2019-09-03 21:24:34+00:00,AyodejiOke_,Please don't hate on south africans too much. Kindly pray for them. The only thing they have more than the rest of africa is HIV/AIDS. #XenophobicAttack #XenophobicAttacks #Xenophobia #Xenophia
207,2019-09-03 21:17:19+00:00,obianuju__o,"The history we failed to prevent is repeating itself, the prophecy we failed to avert is gradually coming to pass. Let’s pray we don’t loose ourselves in this course #Xenophia"
208,2019-09-03 21:14:04+00:00,noshaking4yyou,"I think this is the reason South Africans have the guts to kill and burn down.
#SayNoToXenophobia #SayNoToXenophobicAttacks #XenophobicAttack #Nigeria #Xenophia #buhari https://t.co/43hH0l4NlP"
209,2019-09-03 21:13:20+00:00,kevinwords_,"Nigerians can be hypocritical sha, how many of these public figures talking about #Xenophia help their own .....omoh wanem wrapu that thing ...this na fight between good and evil and not tags (countries) ...God dae"
210,2019-09-03 21:11:10+00:00,Maajid_Issa,"#Xenophia 
#BoyCottSouthAfrica https://t.co/ViYGjkf0Kh"
211,2019-09-03 21:06:49+00:00,DarreySmuse,I don't even remember #BBNaija is still on. This barbaric xenophobia rubbish is making me feel so sad and uncomfortable. How can u feel so inferior in ur own country to fellow Africans &amp; u think the best way to boost ur low self-esteem &amp; lazy asses is by killing them? #Xenophia
212,2019-09-03 21:05:39+00:00,Ruffchux,@MBuhari @ProfOsinbajo @NGRPresident @NGRSenate @renoomokri @atiku @Gidi_Traffic @abikedabiri @BBNaija @tvcnewsng @udodinobi @MOHD_Ks @OfficialAPCNg @APCNigeria @OfficialPDPNig @OgbeniDipo #SayNoToXenophobia #Xenophia #BBNaija #bigbrothernaija2019 https://t.co/AV6HWnS763
213,2019-09-03 21:03:14+00:00,DamilolaAbaye,#Xenophia #boycottsouthafricanbusinessesinNigeria
214,2019-09-03 21:00:11+00:00,somto_omeni,@ckaay_13 @Chikezie40Okoli @akaworldwide It is like as if Twitter made a mistake when they allowed your join. Would you Shut up your mouth. Nigerians are dyeing and your defending @akaworldwide. It wasn't only football he spoke about. He wondered why we always beat south African's. This #Xenophia did not start today.
215,2019-09-03 20:57:59+00:00,sirvicci_,"Vector has always been a King with a V12 mind but you see what Burna Boy did? Hands down for him abeeeg! I Stan pah! 
#ShutDownSA #SayNoToXenophobia #Xenophia https://t.co/ZQJ9bzSVhh"
216,2019-09-03 20:57:58+00:00,lexyfy,Apparently #TrevorNoah posted this in 2017. And today we are still on this matter only it seems to be getting worse. Ignorance is really a big problem. #copied #Xenophia #SayNoToXenophobiaAttacks #saynotoxenophobic #AfricaUnite pls retweet and share. #nbuntu https://t.co/9asBZDqHzi
217,2019-09-03 20:56:53+00:00,Hadeoh,Say no to #Xenophia Let’s maintain love and peace @TundeEdnut https://t.co/Z9uD5DIfbZ
218,2019-09-03 20:55:27+00:00,bosslady_reg,The picture said it all #SayNoToXenophobicAttacks #DearMrPresident #StopXenophobia #JohannesburgCBD #Xenophia #ShutDownSA #burnaboy #shoprite #DSTV #MtnMustGo https://t.co/Sn77mx1pK1
219,2019-09-03 20:54:52+00:00,noshaking4yyou,#SayNoToXenophobia #SayNoToXenophobicAttacks #XenophobicAttack #Nigeria #Xenophia #buhari https://t.co/oZr3RHVWT5
220,2019-09-03 20:51:46+00:00,THE_COMDT,#SayNoToXenophobia #SayNoToXenophobicAttacks #SAShutdown #Xenophia #Nigeria #Abuja #Lagos she’s really a brand of animal whose specie is yet to be identified. https://t.co/bJaLZ4AYOk
221,2019-09-03 20:51:23+00:00,Engr_Wil,"Our trigger friendly police force kill citizens by the day without justice and u expect other police forces to respect our citizens..
If the country was functional why would anyone want to leave..
#Xenophia #SayNoToXenophobia 
#XenophobicAttack #StopXenophobia"
222,2019-09-03 20:50:49+00:00,Julisco_,"Rwanda, DR Congo and Malawi have withdrawn from the World Economic Forum Africa meeting scheduled to hold in South Africa due to the recent #XenophobicAttacks.

When will #Nigeria do the same? 

#SayNoToXenophobia 
#StopXenophobia 
#Xenophia 
#DearMrPresident https://t.co/NsjutbOeXZ"
223,2019-09-03 20:49:59+00:00,IreteWisdom,"Everything that has a Disadvantage also have an advantage 
Just imagine if this MAN was the president 🤔🤔 #Xenophia https://t.co/ZJIX6QEWDA"
224,2019-09-03 20:49:39+00:00,uztalks,"Some Nigerians Celebrities with Running beef and hard feelings for eachother are using this Xenophobia to attack,beef, and insult there rivals..and you think the care... rubbish 

#SayNoToXenophobia #StopXenophobia  
#Xenophia #SAShutdown https://t.co/RAhWbhIvRe"
