,Date,User,Tweet
225,2019-09-03 20:49:17+00:00,KpeboThomas,"Just remembered that Lai Mohammed spoke as @MBuhari's informant then, that Nigeria would launch missile into Israel.
South Africa isn't as far as Isreal.
Can't the govt do something with it?
#SayNoToXenophobia #SayNoToXenophobicAttacks #XenophobicAttack #Nigeria #Xenophia #buhari"
226,2019-09-03 20:49:01+00:00,samkinzify,"What would have been the fate of BBNaija if it was hosted in S A this year. 

#StopXenophobia #SayNoToXenophobia #SayNoToXenophobicAttacks #Nigeria #Xenophia"
227,2019-09-03 20:48:10+00:00,okayvibesmusic,"Some people (celebs, public figures) all in the name of “they wanna speak the bitter truth” would say rubbish that contradicts what you are meant to fight for or people you are supposed to stand strong together with! Smh🤦🏾‍♂️

#SayNoToXenophobicAttacks  #Xenophia #Nigeria"
228,2019-09-03 20:47:49+00:00,mackboro02,"You Nigerians should stop attacking your fellow Nigerians just because they are on SA's property. Better still chase them out and then do whatever you want to do with the building
#SayNoToXenophobia 
#SayNoToXenophobicAttacks 
#XenophobicAttack 
#SAShutdown 
#Xenophia"
229,2019-09-03 20:47:29+00:00,mr_brown241,"@akaworldwide 
Come to Nigeria please just come to Lagos 💪
#XenophobicAttack #SAShutdown #Xenophia #Nigeria #SayNoToXenophobicAttacks"
230,2019-09-03 20:43:52+00:00,Hassie_Khaleesi,Heard @MTNNG is giving out free data 😂😂😂#Xenophia
231,2019-09-03 20:43:37+00:00,Cmeon_G,"A serious leader would have been on live TV to give assurances to the people, he may not even be aware of what is happening. 
#XenophobicAttack 
#SayNoToXenophobia 
#Xenophia https://t.co/IPlrGGHuYM"
232,2019-09-03 20:41:55+00:00,KpeboThomas,"To be in @BBNaija is to be like a baby. They know not what their country &amp; her people are going thro.
I thank God BBN house is no more in SA. We wouldn't want to hear ""HMs, the front doors are open, you may now run for your lives""
#SayNoToXenophobia #Nigeria #SAShutdown #Xenophia"
233,2019-09-03 20:41:27+00:00,EmperorSam10,"This war is purely wrong, we are Africa,..... But remember Nigerians don't back down from a fight..... 
#SayNoToXenophobia 
#SAShutdown 
#SayNoToXenophobicAttacks 
#XenophobicAttack 
#DearMrPresident 
#StopXenophobia 
#TuesdayThoughts 
#TuesdayMotivation 
#Xenophia 
#wrongWar"
234,2019-09-03 20:40:21+00:00,agatevuredavid,OneAfrica OneLove #SayNoToXenophobicAttacks #XenophobicAttack #SAShutdown #Xenophia #SayNoToXenophobicAttacks https://t.co/C1c1lYZxsJ
235,2019-09-03 20:37:24+00:00,Ebvk_a,#SayNoToXenophobia #StopXenophobia #SayNoToXenophobicAttacks #XenophobicAttack #Xenophia #DearMrPresident
236,2019-09-03 20:34:45+00:00,IsaacMefo,"Where is Nnamdi Kanu?

#XenophobicAttack #SayNoToXenophobicAttacks #SAShutdown #JohannesburgCBD #StopXenophobia #DearMrPresident #TuesdayThoughts #LuyandaBotha #Nigeria #igbos #TuesdayMotivation #Xenophia #SkeemSaam #FIBAWC"
237,2019-09-03 20:34:02+00:00,fattyrule,"South Africa🇿🇦 are crying saying Foreigners take over their job which in reality they are lazy dont wanna do shit 

South Africa🇿🇦 is crying saying Foreigners are taking over their women"", but in reality you rape and give your woman HIV &amp;AIDS &amp; lead dem 2 untimely death
#Xenophia"
238,2019-09-03 20:32:42+00:00,MorganRoyle,"They'll say I'm SPIRICOCO now, but it's the truth. Anyways who cares, He that has an hear let him hear. Selah 

#SayNoToXenophobia 
#SayNoToXenophobicAttacks 
#Xenophia 
#xenophobiaattacks 
#XenophobicAttack https://t.co/qxpxG9A5LY"
239,2019-09-03 20:32:33+00:00,happily_fab,For those still wondering while I had to Re-Stan #SayNoToXenophobicAttacks #Burna #Xenophia https://t.co/vv3eiDsfsb
240,2019-09-03 20:32:33+00:00,DchildrenDadi,What we lack in Nigeria has cost us to be even ordinary southAfrica don see us finish..#Xenophia #SouthAfricanXenophobia #nigeria🇳🇬#SayNoToXenophobia #AfricaUnite #dchildrenmustchop https://t.co/tfj9PvzaKi
241,2019-09-03 20:31:27+00:00,Ireolaoyinade,"Walahi! 

Our mumu don do o #SayNoToXenophobiaAttacks #Xenophia #ShutDownSA #TuesdayMotivation #latanathemovie https://t.co/9R0SVBWfal"
242,2019-09-03 20:30:21+00:00,damilola1958,"Just imagine trump is the president of Nigeria, only God will save southy today 
#Xenophia 
#SayNoToXenophobicAttacks"
243,2019-09-03 20:29:43+00:00,Ireolaoyinade,Am not sure this is the way to go o people. #XenophobicAttack is not a joke and our Government are supposed to #SayNoToXenophobicAttacks and #ShutDownSA and all thier companies here. #Xenophia has to be stopped. #latanathemovie https://t.co/hwEojCCjkw
244,2019-09-03 20:29:24+00:00,thefamousdennis,I really wonder how violence would stop violence #XenophobicAttack #Xenophia #SAShutdown
245,2019-09-03 20:28:46+00:00,uzolove5,"Burna boy just throw a shed
Who is likely to be right ?

#XenophobicAttack #SouthAfrica #SayNoToXenophobia #shutdownsouthafrica #Burnaboy #Xenophia #DearMrPresident"
246,2019-09-03 20:27:23+00:00,_cartoonfreak,"@akaworldwide your days are numbered man...
just ensure u don't come to Nigeria... bloody MF....
#SayNoToXenophobia #SAShutdown #Xenophia"
247,2019-09-03 20:27:12+00:00,MediaImpactA,"#Xenophia reprisal: massive looting ongoing at Shoprite, Sangotedo branch. https://t.co/X2LxeAXbVq"
248,2019-09-03 20:26:51+00:00,kobcutiieee,A convo with my SA friend a rare soul but heartbreaking 💔#Xenophia #EnoughIsEnough #DearMrPresident #XenophobiaAttack #xenophobicsouthafrica https://t.co/r7PlAp2cfK
249,2019-09-03 20:25:59+00:00,hartvictor2,Twitter will suspend a lot of account this night. Nigerians are angry. @Twitter overlook. #SayNoToXenophobia #JohannesburgCBD #Xenophia
250,2019-09-03 20:25:38+00:00,madukoko,This attacks are affecting South African as well. Not all are unintelligent and inhuman. This faces have voices and there is an uproar. #SAShutdown #Xenophia #SayNoToXenophobia
251,2019-09-03 20:24:53+00:00,_cartoonfreak,"if south Africans call us drug dealers, then they are drug addicts
#SayNoToXenophobia #StopXenophobia #SayNoToXenophobicAttacks #SAShutdown #Xenophia #Nigeria"
252,2019-09-03 20:24:41+00:00,Psalmwrite,"Seeing vector, burna boy, toke makinwa, Linda Ikeji Ycee #ShutDownSA #SayNoToXenophobicAttacks #SAShutdown #Xenophia #Nigeria South Africa, this is Twitter tonight https://t.co/PM4OeS5Tm6"
253,2019-09-03 20:23:56+00:00,glowitm08,"#XenophobicAttack #SAShutdown #XenophobicAttacks #Xenophia #Xenophobia #AfricaUnite #StopKillingOurWomen 

Where can I buy ẹwà agonyin🙄
please in SA ?"
254,2019-09-03 20:23:26+00:00,__Faves,"Burnaboy, when he came online to see AKA and  MI Abaga acting the fool on the TL.
#XenophobicAttack
#Xenophia

https://t.co/K9w0JoIGWa"
255,2019-09-03 20:22:53+00:00,_UmarFaruk_,"This xenophobic attack is not happening on another planet, nor continent. Its on African soil and the SOUTH AFRICAN government know theses areas of attack ans haven't provide security and bought them to justice. Shame!!!! #XenophobicAttack #Xenophia"
256,2019-09-03 20:22:37+00:00,iamrayd_Homi,"Please  can someone  check on @iamdbanj The kokomaster?  Because  the koko has happened, check if he is still the master. I don't trust even his WIFE.🙄😥
#SayNoToXenophobicAttacks #SayNoToXenophobia #XenophobicAttack #Nigeria #SAShutdown #StopXenophobia #Xenophia #ShutDownSA"
257,2019-09-03 20:21:47+00:00,kuti_king,#XenophobicAttacks #xenophobic #SayNoToXenophobicAttacks #StopXenophobia #DearMrPresident #Xenophia #xenophobicsouthafrica #kingkuti #XenophobiaAttack #Xenophobie https://t.co/cIyrk3ON2r
258,2019-09-03 20:21:17+00:00,pearlddiva,@Barman_navy @sunepopgosh @MaponyaKgaogelo Wt is is you smart??? Go learn English and come back idiot #Xenophia
259,2019-09-03 20:21:13+00:00,DAVETRIGGA_,#XenophobicAttack #SAShutdown #SayNoToXenophobicAttacks #Xenophobia #XenophobicAttacks #DearMrPresident #Xenophia #TuesdayThoughts #ShutDownSA #StopKillingOurWomen #imallexxisverysmall https://t.co/oPonAKMvLJ
260,2019-09-03 20:21:06+00:00,iamKajadman,"@TVCNews_Africa https://t.co/PTquPv3ZSs
#NowPlaying #XenophobicAttack #SayNoToXenophobicAttacks #XenophobicAttacks #Xenophia"
261,2019-09-03 20:20:50+00:00,Rawlinskings1,"@RudeenC @burnaboy Sir there was no hate in his statement, we can not fold our hands while we are slaughtered on the alter of #Xenophia"
262,2019-09-03 20:20:33+00:00,TitoCharles45,@bongani ahan omo ale....so you're here!.....#XenophobicAttack #SAShutdown #SayNoToXenophobicAttacks  #XenophobicAttacks #Xenophobia #StopXenophobia #DearMrPresident #Xenophia
263,2019-09-03 20:19:57+00:00,jst_murphy,"“I wILL bE gOInG tO sOuTH aFRicA nEXt mOntH” 

#DearMrPresident #Xenophia #StopXenophobia #ShutDownSA https://t.co/kYR1CMuL6C"
264,2019-09-03 20:19:56+00:00,brizzyrocboy,@iamDo2dtun Oshe Baba Agba #LuckyDubeKiller #Xenophia
265,2019-09-03 20:19:47+00:00,serial_ranter,"Do we have leaders?
We have nothing,  just a bunch of terrorists sympathizers who value the lives of cows more than humans. I'm sure if it was cows being killed, buhari would have sent troops to South Africa.

#XenophobicAttack #SayNoToXenophobicAttacks #SAShutdown #Xenophia https://t.co/fTA6ypTVeV"
266,2019-09-03 20:19:29+00:00,Taat_Africa,#AGRF2019 opens today #TAAT #SAShutdown #Xenophia #SayNoToXenophobicAttacks https://t.co/cZD5p1nMfd
267,2019-09-03 20:18:35+00:00,TheDukeofOndini,South Africans stop your craziness. #Xenophia https://t.co/kpzVvgEN1v
268,2019-09-03 20:16:34+00:00,pinamartng,"May God protect Nigerians and Africans from the #XenophobicAttacks in SA

And heal South Africans from Hate

#SayNoToXenophobicAttacks #StopXenophobia #StopXenophobicAttacks #Xenophia https://t.co/v3NB8JIXor"
269,2019-09-03 20:16:10+00:00,okoye_lewis,Thank God I don’t listen to any South Africa songs except Bode Thomas let stop listening to south’s songs that’s if you do listen to any #Xenephobia #xenophobiaattacks #xenophobicsouthafrica #Xenophia
270,2019-09-03 20:16:09+00:00,Morris_Obeng,"Let us all came together and obstinately objurgate this malicious and hideous act of #Xenophobia, so that we can achieve #utopia in Africa
#SayNoToXenophobicAttacks 
#SAShutdown 
#Xenophia"
271,2019-09-03 20:15:37+00:00,Sugardaddy_jhay,Our government should forget this greed and build this nation because very soon they won't have anywhere to run to but stay back here where they didn't build then they'd see what d low and middle class citizens have been facing #Xenophia #AfricaUnite #ShutDownSA #EveryLifeMatter
272,2019-09-03 20:15:26+00:00,WilliamsAdelek2,"Sco pa tu mana 

#Xenophia #ShutDownSA #SAShutdown WHO IS AKA 🤷🏾‍♂️ https://t.co/j6oJYZJe2S"
273,2019-09-03 20:15:21+00:00,kiingstitches,.@burnaboy you are living up to Fela expectaion you are also the true African giant #Xenophia #XenophobiaAttack
274,2019-09-03 20:13:00+00:00,LegitpostNg,"Nigerians Have Now Started Attacking All South African Business Nationwide In Nigeria From MTN, Shoprite To DSTV #XenophobicAttack #SAShutdown #SayNoToXenophobicAttacks #XenophobicAttacks #Xenophobia #shutdownsouthafrica #StopXenophobia #DearMrPresident #Xenophia #ShutDownSA https://t.co/EZsMLK4oqW"
275,2019-09-03 20:11:32+00:00,talk2Akplug,"How Nigerians see MI Abaga after that Tweet... 

#SayNoToXenophobicAttacks #Xenophia https://t.co/1z9iO6fRbD"
276,2019-09-03 20:10:10+00:00,RemiQudus,"Sangotedo ShopRite is finally being looted😭😭😭
#SAShutdown #SayNoToXenophobia 
#SayNoToXenophobicAttacks 
#StopXenophobia 
#Xenophia #shoprite https://t.co/HWLiPqrYaH"
277,2019-09-03 20:09:12+00:00,wall_flower000,"I understand the pain we all feel but AKA ain't the problem. He isn't even a problem to us.

Let's channel this anger to the Leaders who are doing nothing about this situation and any situation at all

#XenophobicAttacks 
#XenophobicAttack 
#SAShutdown 
#StopXenophobia 
#Xenophia"
278,2019-09-03 20:08:53+00:00,JustinWhyte10,Thank God that #BigBrotherNaija is no longer held in #SouthAfrica ... Only God knows what could have happened. #SayNoToXenophobicAttacks #SAShutdown #Xenophia
279,2019-09-03 20:08:19+00:00,livingprimehub,"Our snails are saying Hi-We sell Properly Smoked CatFish and Processed Clean snails 🐌

Please patronize us and RT our products, our customers are on your timeline.
 #firsttuessept #XenophobicAttack #StopXenophobia #BBNaiija #SayNoToXenophobicAttacks #Xenophia #livingprimehub https://t.co/hCCilQ3l6w"
280,2019-09-03 20:07:21+00:00,hebringsfire,"Okay so I was walking on on the streets one guy just said I look like a South African😱.....omo nah so I use🏃🏽‍♂️🏃🏽‍♂️🏃🏽‍♂️
#Xenophia #SAShutdown #SayNoToXenophobicAttacks"
281,2019-09-03 20:06:49+00:00,Festacdirect,"Please let’s be safe out there, hope this stops soon. 
#SayNoToXenophobicAttacks #XenophobicAttacks #StopXenophobia #XenophobicAttacks #Xenophia #NigerianLivesMatter https://t.co/pSmmSgVvH1"
282,2019-09-03 20:06:44+00:00,ajokuvictor2,"Immediately my sis&amp;husband touched down 🇳🇬 from SA I had to gbese cos they’ve been on enemies territory.... these freaks are carnivorous in nature 😞 their taste for human blood knows no limit,they hide behind #Xenophia"
283,2019-09-03 20:05:57+00:00,DRealRee,"How can you say ‘one africa’ when blacks are killing blacks?
#Xenophia #SayNoToXenophobia #ShutDownSA https://t.co/gbgdx7FMNf"
284,2019-09-03 20:05:39+00:00,Ogundiran,I Repeat Say #SayNoToXenophobia #NoToXenophobia #SayNoToXenophobicAttacks #Xenophia This has to Stop #EnoughIsEnough
285,2019-09-03 20:04:13+00:00,RontiiSwervin,Are we not supposed to be one Africa? This killing is not it #SayNoToXenophobicAttacks #Xenophia #SAShutdown #XenophobicAttack #Xenophia
286,2019-09-03 20:03:40+00:00,only1donok,"All of u saying ShopRite &amp; other south Africa owned companies shud be burnt una well done. Apply sense o, most shops in ShopRite are owned by Nigerians &amp; d employees are all Nigerians, so Mona wise up..
#southafricavsnigeria #SayNoToXenophobicAttacks #Xenophia"
287,2019-09-03 20:03:38+00:00,lildytto,"Xenophobic Attack: South Africa President and Nigeria Vice President Condem Xenophobic Attack
Watch video below 👇👇 and please SUBSCRIBE 🙏🙏🙏🙏🙏🙏
#XenophobicAttack #Xenophobia #XenophobicAttacks #Xenophia #XenophobiaAttack"
288,2019-09-03 20:02:48+00:00,Segunoni_,"One Love keeps us together ♥. 

#SayNoToXenophobicAttacks #StopXenophobia #Xenophia"
289,2019-09-03 20:02:16+00:00,royaltyuso,"If you’re not for us, you’re against us. #Xenophia"
290,2019-09-03 20:01:22+00:00,JustinWhyte10,The Goat say e no wan get sense #SouthAfricanXenophobia #SayNoToXenophobicAttacks #Xenophia #SAShutdown #instablog9ja https://t.co/tzBwITJGoX
291,2019-09-03 20:01:21+00:00,TRedhub,"After what A.K.A said I have decided to join forces with @burnaboy to drop my aka name if you don't know my real don't call me by aka name. 
Thanks for the understanding.

 Signed.
#SAShutdown
#XenophobicAttack 
#Burnaboy 
#Xenophia"
292,2019-09-03 20:01:20+00:00,See__Why,"@burnaboy LONG LIVE THE AFRICAN GIANT, LONG LIVE THE KING 👑 
#KingBurnaBoy #LongLiveKingBurna 
#AfricanGiant #Xenophia"
293,2019-09-03 20:01:13+00:00,Uzuakolii,"Oga leave English, do the needful if your boss can’t. 

Since you received the news, what have you done?#Xenophia #SouthAfricanXenophobia #Ycee #Shoprite #CancelSouthAfrica https://t.co/uDVqClhFKT"
294,2019-09-03 20:00:53+00:00,ronkelicious,#SayNoToXenophobicAttacks  #StopXenophobia #SayNoToXenophobicAttacks #Xenophia #DearMrPresident #NigerianLivesMatter #ShutDownSA #XenophobicAttack
295,2019-09-03 20:00:34+00:00,lildytto,"Xenophobic Attack: Angry Nigerians Storm ShopRite and MTN Outlet in Lagos and destroy goods (Video)
Watch video below 👇👇 and please SUBSCRIBE 🙏🙏🙏🙏🙏 please
#Xenophobia #XenophobicAttack #XenophobiaAttack #xenophobiaattacks #Xenophia 
https://t.co/Yp0wRYNUFP"
296,2019-09-03 20:00:27+00:00,Ejaic,"By targeting Nigerians and their businesses in these latest #XenophobicAttacks, the South Africans just started a fight they can’t stop. Una go fight tire. #Xenophia"
297,2019-09-03 19:59:54+00:00,Ez_jumbo,"@MBuhari @atiku I don’t regret @NIGERIANARMY4 killing you @PoliceNg because you guys are just bunch of dumbass, You are useless set of individuals with no mission at all to protect the life of we Nigerians #saynotoxenophobic #ShutDownSA #Xenophia #SAShutdown #SouthAfrica https://t.co/TMtUZ49Eoj"
298,2019-09-03 19:59:32+00:00,lildytto,"Xenophobic Attack: Angry Nigerians Storm ShopRite and MTN Outlet in Lagos and destroy goods (Video)
Watch video below 👇👇 and please SUBSCRIBE 🙏🙏🙏🙏🙏
#Xenophobia #XenophobicAttack #XenophobiaAttack #xenophobiaattacks #Xenophia 
https://t.co/Yp0wRYNUFP"
299,2019-09-03 19:58:02+00:00,ap__tech,"Has they are destroying palms and MTN hubs, I hope they are not hurting the staffs sha, cuz that won’t be fair.

#Xenophia #SayNoToXenophobicAttacks #Burna"
300,2019-09-03 19:57:44+00:00,LNCtoday,"SA lady WARNS S/Africans against #XenophobicAttacks

@TF9JA @CACCOT1 @HOBMakanju @The_Seeker76 
@Bellmumar @CitizenPeper @zinadabo1 @HOAction @wahleyworldchan @dunua @MaryanneAnyann1 @jedid_obi @Dann_10 @dhayciarh @omo_akin @JereOEfeturi @kemshere @solacarew @jidesalu 

#Xenophia https://t.co/05y41NhJLY"
301,2019-09-03 19:56:54+00:00,Eastsidegod__,Stop the killing. 💔#SayNoToXenophobiaAttacks #Xenophia #SAShutdown #Africa https://t.co/KypcaItV78
302,2019-09-03 19:56:30+00:00,NgrStandard,"Dear @Twitter please just allow us Express ourselves about this #Xenophia thing.
Because I know a lot of abusive words will he used."
303,2019-09-03 19:55:26+00:00,JIiko_MUSIC,Many PUBLIC FIGURES lacking PUBLIC SENSITIVITY is a PITY #SAShutdown #SayNoToXenophobicAttacks #Xenophia #XenophobicAttack #XenophobicAttacks #StopXenophobia #Xenophobia #SayNoToXenophobia
304,2019-09-03 19:55:18+00:00,chainwinner,"It’s about time to react!!!
#SAShutdown 
#SayNoToXenophobicAttacks 
#XenophobicAttacks #DearMrPresident #Xenophia #StopXenophobia #ShutDownSA https://t.co/F6KSLB6n15"
305,2019-09-03 19:54:58+00:00,Favy_Berry,"There are few south Africans that still reason
#SAShutdown #Xenophobia #XenophobicAttack #SayNoToXenophobicAttacks #DearMrPresident #Xenophia #ShutDownSA https://t.co/wdrWYrVqkn"
306,2019-09-03 19:52:38+00:00,WilliamsKassid1,"Is the Nigerian police not useless , South African police fire rubber bullets to their protesters and you fire life bullet to yours ,are you guys not useless??? #Xenophia #BBNaijia #instablog"
307,2019-09-03 19:52:20+00:00,innomside,South Africans have made themselves public enemy number one to black Africans sometimes this xenophobic acts of theirs tend to make us think that apartheid was best for them #SAShutdown #Xenophia #StopXenophobicAttacks #SayNoToXenophobicAttacks
308,2019-09-03 19:52:19+00:00,BoluRubi,Anybody wey no want to soji knack am something all these people wey no wan soji keep knacking them #Xenophia #saynotoxenophobic
309,2019-09-03 19:52:01+00:00,Henry4evame,"The way some of our celebrities kept quiet on the Xenephobia issue eeh. They treasure their fans and business than speaking up for humanity.
#XenophobicAttacks 
#Xenophia"
310,2019-09-03 19:51:41+00:00,Savage_T_Raw,#SayNoToXenophobicAttacks #Xenophia #SAShutdown https://t.co/OX3EigCG38
311,2019-09-03 19:48:18+00:00,Tuvibe,"We stand against #Xenophia in South Africa, Praying for peace to prevail. https://t.co/E4Yq5U9lhd"
312,2019-09-03 19:46:16+00:00,goddello4u,No...Nigerians and other foreigners are the problem! #Xenophia https://t.co/6UjmdmcQy7
313,2019-09-03 19:45:00+00:00,culzy_clex,I wish i could sing @AmgMedikal beautiful Africa to ma Europe friends but this #Xenophia act by Southys are just hurting #saynotoxenophobic
314,2019-09-03 19:44:57+00:00,fab_s8,"I’m just imagining if the Big Brother Nigeria is to hold in South Africa this year
 
Dem for don burn biggie himself by now😂😂😂 #SayNoToXenophobicAttacks #Xenophia #SayNoToXenophobia #BBNaija #XenophobicAttack"
315,2019-09-03 19:43:42+00:00,real_strongbow,@Imhotepk1 @Omololafolabi @Junimill @iam_Davido Fuelled by #Xenophia isn’t it?
316,2019-09-03 19:41:00+00:00,Iyketwits,"Some hustling Nigerians sell their small products through shoprite. 

Stop #Xenophia not the hustle of a fellow Nigerian"
317,2019-09-03 19:39:48+00:00,NgrStandard,We are talking about #Xenophia in Africa please. https://t.co/xiIRH4fVD5
318,2019-09-03 19:37:50+00:00,nnamdi2much,"Trending: Borrow 2k from MTN, use and discard sim card. #SAShutdown #XenophobicAttack #SayNoToXenophobicAttacks #XenophobicAttacks #Xenophobia #shutdownsouthafrica #StopXenophobia #DearMrPresident #AmINext #Xenophia #TuesdayThoughts #TuesdayMotivation #ShutDownSA #FIBAWC"
319,2019-09-03 19:36:27+00:00,Zee_Mbovu,Few day later someone is going to post this vid and associate it with #Xenophia attacks https://t.co/lPA074TreW
320,2019-09-03 19:35:49+00:00,damilola1958,@HenshawKate When I was younger and I see you speak English in movies I thought you had sense but now I’m disappointed. You had to make reference to 50k followers before you respond ? Bitch really? #Xenophia #SayNoToXenophobia
321,2019-09-03 19:35:31+00:00,jenniferblaq_,"Because I’m so upset about this  xenophobia news.I’d keep repeating this,For those who are being brain washed or just lost their sense of direction!AFRICA IS ONE CONTINENT AND ONE AT HEART! don’t let illiteracy/mad ppl come between us.#AFRICAWEAREONE #Xenophia #saynotoxenophobic"
322,2019-09-03 19:35:21+00:00,brown46681742,@AjabaPee .. Watin man do man ??? #Xenophia
323,2019-09-03 19:33:15+00:00,KameneAndObinna,Burna boy tweeting AKA high on Bhangi tu!! #Xenophia #SayNoToXenophobia
324,2019-09-03 19:33:04+00:00,phibila,"When i see all dis tins, I just Remember d part in @BrymOlawale song #Johnbull ,-‘’D People Marching On, The Leaders Make A Fool Of All ‘. ‘In All Of History , Never So Much Tragedy In One🤦🏻‍♂️🤦🏻‍♂️💔.#SayNoToXenophobicAttacks #XenophobicAttack #shutdownsouthafrica #Xenophia @Yung6ix"
325,2019-09-03 19:32:46+00:00,Elduardoruges,"#Xenophobia #Nigeria #PrayForSouthAfrica #Xenophia 
Pray for Africa #XenophobicAttack 😔😔 https://t.co/Ka5of1SRQQ"
326,2019-09-03 19:32:46+00:00,So_Majestik,Lol....you knw your self #Xenophia #Xenephobia https://t.co/QaSmm9wPpE
327,2019-09-03 19:31:07+00:00,Mroghoski,"#EndSARS - e no end 
#fulaniherdsmen -not a word 
#Xenophia - next month 
God save us ooo 😭🙏🏾🙏🏾.  Repost so someone could  see this 🙏🏾🙏🏾 #Repost https://t.co/ku2V4bm19I"
328,2019-09-03 19:31:01+00:00,jerry_tali,Nigerians please let us stop the destruction of south African owned business structures in Nigeria.doing that sets us back.take over them and manage them.#XenophobicAttack #SayNoToXenophobicAttacks #XenophobicAttacks #DearMrPresident #TuesdayMotivation #TuesdayThoughts #Xenophia https://t.co/ZpZFOU94Ab
329,2019-09-03 19:30:45+00:00,SeenCantBeUnsee,"Hey, this is not the time to talk about how IBM is enabling more people in Africa to adopt solar energy with a user-friendly mobile app hosted on IBM Cloud. This day is sad day in Africa because South Africans has gone crazy. No need for IBM #Xenophia"
330,2019-09-03 19:30:31+00:00,TheOnlyArab,"If gaddafi was alive 
This rubbish wouldn't be happening 😫
#Xenophia #XenophobicAttack"
331,2019-09-03 19:29:58+00:00,Ebenezer_NC,I have stopped going to South Africa until the government wakes the ’fuck up’ – Burna Boy https://t.co/GAEWNlpcO5 via @GncNews.com #SAShutdown #XenophobicAttack #shutdownsouthafrica #Xenophia #burna #StopXenophobia #Ghanaians #Nigeria
332,2019-09-03 19:28:40+00:00,khater29,Africa Unite... Say No to #Xenophia  #africa@#heart we need to come #one...Africans will never be foreigners in #Africa why killing a brother https://t.co/BC4kgnEg9n
333,2019-09-03 19:27:50+00:00,ONLY1DREAMTV,@ChristDeKing U just landed in Nigeria or they just gave birth to you ??? That u just started following the trend ?? #Xenophia #ShutDownSA
334,2019-09-03 19:27:36+00:00,TukurahM,"say no to #XenophobicAttack 
Say no to #XenophobicAttack 
Say no to #XenophobicAttack 
Say no to #XenophobicAttacks 
Say no to #Xenophia 
Say no to #XenophobicAttack 
Say no to #SayNoToXenophobicAttacks"
335,2019-09-03 19:25:56+00:00,Ireolaoyinade,"Unfortunately our police will now start killing our own over a peaceful protest o. 

Government please focus on #XenophobicAttack and #SayNoToXenophobicAttacks #Xenophia #shutdownsouthafrica #StopKillingNigeriansInSA #latanathemovie #SayNoToRacism https://t.co/p7D9Mro7oG"
336,2019-09-03 19:21:45+00:00,Teemanay,"@burnaboy Thank you for educating their ignorance and forgetfulness 
#Xenophia"
337,2019-09-03 19:21:42+00:00,henrislyd,Nigerians taking Ls from all sides of late. How does retaliating against supposed South African businesses in Nigeria stop the hate or #Xenophia we are just as worse. I know we need a response but gosh 2 wrongs don’t make a right
338,2019-09-03 19:20:50+00:00,cidoclins,Wait this video is real not editing and dey pretend to call it #Xenophia this is not nice na #SayNoToXenophobicAttacks https://t.co/P3TPniauPb
339,2019-09-03 19:19:43+00:00,gator_ernest,"@Headking_ Is this guy trying to pitch Nigeria against the rest of Africa. #Xenophia is not only targeted at Nigerians in SA, other nationals are suffering but with this mindset of yours, I’m sad we share the same certificate accredited by the Ghanaian authorities."
340,2019-09-03 19:18:19+00:00,oluwatobiiie,"Rt if you're Southafrican and living in Nigeria.
I want to check something👀

#XenophobicAttack 
#Xenophia"
341,2019-09-03 19:18:17+00:00,eaglessight,"@MBuhari they say you’re weak and you’re actually proving they are right.

#Xenophia has to be dealt with decisively. Protect the people you swore to protect and give better lives.

South Africa has a lot to answer for."
342,2019-09-03 19:17:05+00:00,goddello4u,"@CyrilRamaphosa Your High commissioner in Nigeria says stories of #Xenophia is 'fake news'. Mr president, it appears you're contradicting him."
343,2019-09-03 19:14:40+00:00,KameneAndObinna,"Si hii fight ya South Africa Na Nigeria inaBamba tu esp kwa hawa Wasanii😂😂Naona AKA akiambiwa anyambe na uko Lol

#StopXenophobia #XenophobicAttack #Xenophia #XenophobicAttacks"
344,2019-09-03 19:11:57+00:00,homecrew123,"We look forward to a day where Africans will love , support , encourage and hold fellow Africans in a brotherly and sisterly manner. We say No to #Xenophia #SayNoToXenophobicAttacks #NoExcuse #SayNoToXenophobia #XenophobicSA"
345,2019-09-03 19:10:29+00:00,danielwise55,"@vanguardngrnews @vanguardngr The yam saga, him buy since from Germany before coming back #thinkpositive #XenophobicAttacks #Xenophia"
346,2019-09-03 19:09:37+00:00,official_ibiam,"Students of the University of Pretoria @Tukkies @ANCYL_Tukkies protesting against the #XenophobicAttack on foreigners in South Africa today. That's a good way to go.
#EnoughIsEnough 
#SayNoToXenophobia 
#shutdownsouthafrica 
#SayNoToXenophobicAttacks
#Xenophia https://t.co/ylcFGDEi1D"
347,2019-09-03 19:09:19+00:00,DavidAdeyem,"@cuppymusic This one still dey see rainbow 
Na rainbow go stop #Xenophia in South Africa abi? 
#SayNoToXenophobicAttacks"
348,2019-09-03 19:09:07+00:00,yimgastephanie,Say NO to #Xenophia #oneafrica #NoToXenophobicAttacks #weareoneunitedAfrica https://t.co/utxlo4V0Fs
349,2019-09-03 19:07:38+00:00,tyonaofficial,"Fuck #Xenophia 
#SayNoToXenophobia https://t.co/KHuUHAb21j"
350,2019-09-03 19:02:40+00:00,nini_seekane,Lol yeyi I'm not saying anything further about #Xenophia...people are ready to drag 😶
351,2019-09-03 19:01:33+00:00,Mayorgbenga,"Why does AKA make fun at the wrong time?
This is #Xenophia for f3ck sake"
